original_price,age,condition,brand_tier,resale_price
13351,8,4,1,1309.64
10724,2,3,1,4172.4
28454,10,2,2,2705.18
20031,6,5,2,1959.3
14979,1,5,1,11314.04
348007,0,3,3,314370.52
47639,1,5,2,36940.08
11217,6,3,1,1154.15
428395,1,2,3,301466.4
24857,6,4,2,2390.95
11872,8,2,1,1238.56
34024,7,3,2,3445.16
106964,4,4,3,38784.36
12856,0,3,1,11199.61
111789,7,3,3,10896.88
51250,0,1,2,42014.7
125563,9,3,3,12203.52
82849,7,5,3,8574.01
18855,6,5,1,1807.17
8808,5,2,1,867.54
54821,0,1,2,42366.6
10298,2,2,1,3704.65
18461,5,1,1,1916.58
47774,4,1,2,4782.33
16678,1,2,1,10412.76
143199,6,1,3,14961.38
398047,5,3,3,57652.74
288364,5,3,3,42617.38
8652,5,5,1,853.23
288325,1,4,3,235821.09
33034,4,5,2,6378.64
124468,4,5,3,50758.54
16921,4,3,1,1724.32
15836,5,1,1,1542.69
14047,4,3,1,1416.42
335904,2,4,3,227120.37
11987,8,5,1,1242.6
319913,10,5,3,31309.91
427604,0,5,3,384843.6
14117,4,1,1,1350.42
35714,2,5,2,21794.04
8620,0,3,1,7628.32
488712,9,3,3,49128.01
27560,3,3,2,7959.39
197881,3,5,3,113778.75
44907,6,3,2,4662.73
16348,2,2,1,5803.18
43354,8,2,2,4370.6
456904,2,5,3,330603.98
7067,3,2,1,672.76
78336,10,5,2,7538.12
78109,9,5,2,7515.27
55136,6,3,2,5309.16
166725,6,5,3,17249.34
36927,10,2,2,3744.1
262926,10,4,3,26706.58
78474,9,1,2,7915.59
402872,10,1,3,39941.47
130924,10,1,3,13237.25
7822,6,5,1,770.65
14470,10,4,1,1511.4
361587,2,3,3,211650.73
363120,8,1,3,36641.06
174302,1,3,3,135578.75
19605,4,3,1,1913.32
9148,10,5,1,869.82
491152,10,3,3,51308.5
10092,7,5,1,974.41
79116,7,4,2,7910.88
17041,1,3,1,11403.15
8789,6,3,1,868.67
21507,4,5,2,4149.21
15965,6,1,1,1639.68
59742,4,3,2,5821.29
21315,9,5,2,2088.26
69449,6,2,2,7068.12
61774,7,1,2,6222.22
8617,0,4,1,8506.97
18426,0,2,1,15209.1
11052,8,4,1,1071.04
9141,1,1,1,5166.87
9168,6,5,1,918.49
19700,9,3,1,1992.86
5637,1,1,1,3245.4
286211,0,4,3,262675.8
6453,8,4,1,661.03
397154,3,5,3,222516.34
50921,0,1,2,40671.64
50787,2,1,2,20151.39
55917,8,5,2,5771.18
14569,10,3,1,1493.21
16913,3,1,1,1653.87
113152,3,1,3,39543.08
19235,2,5,1,9338.2
11333,9,5,1,1077.8
44291,2,2,2,20327.26
175461,4,3,3,53438.07
247081,9,2,3,23805.33
35283,9,5,2,3403.76
59235,9,5,2,5958.1
495747,10,1,3,50809.97
73246,3,3,2,22620.17
324614,0,4,3,295144.01
65727,5,5,2,6447.5
16617,7,2,1,1731.43
45486,10,1,2,4541.68
69544,4,3,2,6750.79
402510,4,3,3,117010.19
106582,2,4,3,72122.31
56699,1,4,2,44262.15
50793,7,3,2,5299.53
144610,3,1,3,49277.59
8210,1,2,1,4865.58
16166,4,4,1,1650.66
114654,10,3,3,11073.04
41011,0,1,2,32736.87
257062,6,1,3,24972.14
176339,1,5,3,143604.5
19599,3,5,1,4941.41
469827,4,1,3,95637.43
16326,4,4,1,1709.71
148538,1,4,3,119697.0
309719,4,2,3,81277.62
19955,10,3,1,1937.59
19344,3,4,1,3734.24
41867,8,1,2,4026.45
66436,4,5,2,13352.88
6728,6,3,1,697.31
35230,5,4,2,3594.0
14208,2,2,1,4764.63
13679,0,1,1,10675.98
12815,4,4,1,1280.97
359597,6,3,3,34713.52
14090,3,3,1,2191.87
37505,8,4,2,3790.91
331294,4,3,3,94858.59
431636,0,5,3,421003.59
45418,9,1,2,4477.46
393484,5,1,3,39815.33
47821,9,2,2,4987.19
19563,9,2,1,2043.67
405686,6,1,3,41566.8
296614,10,5,3,30860.37
32142,6,1,2,3243.61
15770,5,4,1,1523.82
23555,1,1,2,14204.12
290779,2,5,3,211562.57
47218,0,5,2,42496.2
78673,4,4,2,12214.98
79875,10,1,2,7686.61
26909,10,2,2,2583.41
363245,2,5,3,247833.89
66925,6,2,2,6991.2
7809,7,3,1,808.94
173579,9,5,3,17707.0
10307,8,1,1,1015.03
10468,7,5,1,1072.6
23939,6,1,2,2293.14
11475,9,3,1,1184.42
6730,0,5,1,6448.77
18613,0,3,1,16829.82
35209,3,5,2,14704.41
26766,3,4,2,9723.56
21600,8,2,2,2158.85
64420,0,3,2,56146.4
54175,4,5,2,10831.73
33132,7,3,2,3427.08
11473,4,5,1,1176.01
13407,2,2,1,4621.89
12559,4,1,1,1276.89
77783,8,4,2,8051.66
376927,6,1,3,36426.89
165144,6,2,3,15926.02
14384,4,1,1,1382.42
16811,3,5,1,4279.07
31768,5,4,2,3086.49
16069,1,2,1,9398.95
10269,4,2,1,1066.43
20936,7,5,2,2154.57
142413,7,3,3,14503.9
150454,2,4,3,101254.9
45643,1,5,2,37853.22
39432,5,5,2,3820.79
107925,7,3,3,11256.22
110600,7,3,3,10675.72
388806,1,2,3,284225.83
63057,9,2,2,6286.78
14733,1,1,1,7860.73
52979,8,4,2,5102.48
51313,6,2,2,5024.05
18994,3,5,1,4663.18
71066,9,1,2,6965.02
28056,10,4,2,2920.4
24934,6,1,2,2396.74
16248,5,2,1,1702.8
15976,2,1,1,4573.68
71883,1,5,2,57696.73
47110,7,5,2,4682.84
54045,8,5,2,5226.26
68657,6,4,2,6971.22
165545,7,2,3,16743.55
69861,10,4,2,6868.5
11640,5,3,1,1111.95
46212,2,3,2,24147.63
34255,6,1,2,3506.88
403247,9,3,3,39956.36
17122,9,4,1,1717.31
15913,8,3,1,1618.64
488462,4,5,3,188795.02
70016,5,4,2,6750.74
25220,5,3,2,2565.03
48053,5,4,2,4592.34
387663,1,2,3,279397.23
13158,2,1,1,4047.83
83712,4,1,3,17287.92
55569,7,2,2,5391.59
44614,8,3,2,4403.12
385219,6,2,3,39580.84
34675,5,2,2,3406.26
19518,8,2,1,1935.59
10664,9,4,1,1059.62
72149,7,3,2,6948.24
14691,1,3,1,9187.71
66062,6,3,2,6758.01
390233,4,1,3,78338.5
92158,7,5,3,9478.43
330521,10,5,3,33201.05
67871,8,4,2,7024.18
35555,8,3,2,3691.67
55228,10,5,2,5310.54
306045,10,5,3,30176.45
15011,8,1,1,1510.57
76510,4,1,2,7919.29
68594,1,5,2,56416.06
415158,10,3,3,42661.13
153980,5,1,3,15918.38
78895,4,1,2,7550.75
19725,2,3,1,8110.21
8797,3,5,1,2202.39
35707,1,1,2,21444.87
63485,8,1,2,6586.05
13908,3,2,1,1417.77
274086,2,3,3,159766.73
200713,10,4,3,21071.21
16744,9,4,1,1756.48
379436,0,4,3,359724.18
11420,1,3,1,7171.3
42457,0,3,2,38783.21
37788,1,3,2,25859.4
62619,10,4,2,6334.66
105145,3,2,3,42712.75
49390,4,2,2,5084.57
225605,10,1,3,21802.61
416731,7,4,3,41407.99
57020,4,1,2,5637.45
30614,1,5,2,23702.94
56907,5,3,2,5605.56
29818,10,4,2,2928.83
63089,9,1,2,6361.63
244434,0,1,3,190528.59
135734,6,1,3,14011.92
320429,4,1,3,61874.07
15340,8,4,1,1529.69
12793,7,2,1,1288.06
9559,6,2,1,1001.02
12058,10,4,1,1171.32
8232,5,3,1,852.21
269872,4,3,3,79077.05
311710,3,1,3,106907.46
19274,1,4,1,13082.24
53879,6,5,2,5237.6
89055,4,5,3,37320.12
5285,4,5,1,545.81
37078,3,1,2,7152.92
8072,0,4,1,7523.26
18275,6,3,1,1895.48
11821,7,4,1,1240.34
417094,6,1,3,42484.96
36538,10,3,2,3835.26
8732,9,1,1,855.08
19197,1,4,1,13947.84
13739,5,4,1,1390.99
38932,8,4,2,3907.03
15178,9,1,1,1489.89
16832,3,3,1,2533.94
13529,3,1,1,1400.6
63107,4,4,2,9617.95
71146,2,4,2,40853.46
58341,9,5,2,5999.48
8327,5,1,1,805.56
7018,3,3,1,1029.35
192601,5,3,3,29697.35
195082,5,1,3,19160.85
374829,5,5,3,95008.4
6964,5,1,1,678.63
49149,0,4,2,48127.71
6235,0,2,1,5063.17
74677,5,2,2,7599.61
488944,1,5,3,409404.99
377041,4,1,3,71878.73
39259,9,4,2,3788.43
375016,10,5,3,36365.58
61310,8,3,2,6157.75
42529,1,1,2,25479.32
13556,5,4,1,1364.75
8242,7,2,1,790.7
91259,1,5,3,81388.08
13623,6,4,1,1425.28
193317,0,5,3,190598.49
452776,4,2,3,108309.13
64907,0,3,2,61007.08
492554,8,4,3,50944.98
32364,10,5,2,3359.65
14455,0,1,1,11081.0
15392,9,2,1,1594.51
72093,8,5,2,6865.6
72946,1,5,2,56012.16
11411,9,4,1,1138.88
72386,2,5,2,43619.4
62234,9,3,2,6321.56
151485,4,2,3,39015.68
236930,8,3,3,24630.91
40842,9,1,2,4174.84
58514,7,5,2,5996.15
155721,5,3,3,22779.13
18874,9,3,1,1948.45
209681,8,4,3,21980.41
11634,8,3,1,1220.87
347877,0,3,3,316082.02
488793,4,3,3,145588.8
7157,4,3,1,693.07
162108,8,5,3,16638.14
11072,3,3,1,1680.03
203812,10,1,3,20199.34
34549,2,3,2,17047.64
12966,0,2,1,10548.52
6962,5,1,1,679.31
16014,2,4,1,7079.16
69091,8,1,2,7187.15
46417,7,4,2,4707.55
284895,10,1,3,28361.12
19845,9,1,1,1900.77
40509,1,2,2,25985.98
63558,2,4,2,33889.42
49819,5,1,2,5042.06
381804,10,1,3,36701.81
383536,2,4,3,244644.21
31181,7,1,2,2967.08
52401,9,3,2,5329.58
382281,2,5,3,270090.39
130960,0,3,3,121463.69
79929,3,4,2,26804.81
419839,0,1,3,352261.97
88095,8,5,3,9040.89
66123,3,4,2,24090.38
44175,8,4,2,4572.12
422707,5,2,3,40818.19
99506,8,2,3,9907.86
78099,8,2,2,8072.3
19796,1,4,1,13911.35
58375,6,5,2,5732.6
493961,2,5,3,340704.21
352912,7,2,3,35594.92
53273,4,1,2,5139.42
46481,1,4,2,35553.06
13786,2,5,1,6987.34
15153,6,4,1,1490.79
79454,3,2,2,19930.12
79740,7,4,2,8258.03
14597,1,5,1,10766.91
73877,3,2,2,18050.26
453127,2,2,3,254383.93
66369,4,2,2,6913.71
75024,5,3,2,7793.59
20630,3,5,2,8101.0
19311,9,4,1,1890.65
16454,3,1,1,1704.54
68216,2,4,2,36507.56
79458,5,4,2,7806.17
9173,6,2,1,898.35
14523,0,1,1,11562.0
66522,7,3,2,6735.22
17978,3,5,1,4532.23
69352,5,2,2,6973.88
385454,8,3,3,36626.07
51622,2,5,2,31860.15
460226,7,2,3,47804.16
56791,4,2,2,5452.21
28145,4,1,2,2846.8
7624,10,4,1,740.5
13317,4,1,1,1383.08
79011,10,5,2,7713.91
171567,3,1,3,62686.51
32950,4,1,2,3310.26
231239,5,1,3,23943.92
29253,4,5,2,5627.21
7512,2,3,1,2875.18
314619,5,2,3,33001.34
13311,2,2,1,4656.57
37509,5,3,2,3930.22
11836,8,1,1,1171.28
416941,3,4,3,198786.61
36374,2,1,2,15133.59
383770,10,2,3,37292.8
49073,7,5,2,4929.0
323420,7,3,3,30986.53
313868,3,4,3,159932.53
316872,1,1,3,198138.07
60336,1,3,2,40435.6
250351,10,3,3,24914.92
56783,10,3,2,5940.61
7866,2,5,1,3881.2
375908,9,3,3,39092.44
108472,4,1,3,21740.09
148826,10,1,3,15200.82
18335,6,4,1,1766.35
45397,3,1,2,9224.96
139484,1,5,3,122941.51
73501,3,1,2,15037.85
35222,10,5,2,3359.91
29455,4,5,2,5968.83
28516,6,3,2,2915.75
30243,0,1,2,23184.94
154672,8,2,3,15913.9
335508,0,4,3,305104.69
8573,4,1,1,888.83
17940,0,3,1,15633.43
16783,3,2,1,1692.64
59265,8,3,2,5775.12
41267,3,4,2,14460.59
6819,5,4,1,664.62
19457,10,4,1,1870.29
13247,5,2,1,1362.64
22178,1,4,2,16962.12
72669,3,5,2,30360.86
34823,0,2,2,30177.59
7630,10,1,1,778.0
5645,1,5,1,4409.55
48077,6,3,2,4845.99
487916,6,3,3,48761.99
78233,2,2,2,34477.36
44585,7,1,2,4624.83
70354,7,2,2,6990.42
13651,5,2,1,1353.45
104115,9,5,3,10204.84
8046,10,4,1,792.37
17918,8,4,1,1713.54
426161,2,4,3,272233.73
41695,10,4,2,4024.19
432580,3,1,3,156943.45
243786,10,5,3,23708.64
60102,10,2,2,6112.88
241055,7,4,3,25146.42
13769,2,5,1,7086.87
61591,3,4,2,21092.72
16073,7,4,1,1659.67
50173,4,5,2,10325.01
59325,10,4,2,6036.42
79337,0,3,2,73157.19
6203,0,4,1,5852.06
38732,0,4,2,38412.1
176384,3,2,3,71722.47
79064,8,2,2,8051.47
16156,8,1,1,1693.59
29068,10,3,2,2806.52
6290,9,4,1,635.67
380538,10,3,3,39710.91
43240,5,1,2,4411.53
292437,4,4,3,99730.01
78711,9,3,2,8075.4
352698,10,5,3,35919.86
218392,1,2,3,157448.0
34685,10,1,2,3603.05
48240,4,2,2,4821.81
349288,8,5,3,34742.25
17311,6,5,1,1760.33
29720,1,4,2,22965.87
32040,4,1,2,3250.46
429400,2,1,3,224426.23
67562,0,2,2,59299.12
39954,8,3,2,4170.97
18395,6,3,1,1852.05
17536,4,1,1,1767.25
233309,8,4,3,22186.41
137300,1,4,3,109864.0
6614,5,1,1,655.68
46342,9,3,2,4711.3
357363,1,5,3,298902.98
16878,2,3,1,7083.51
390644,2,2,3,222512.82
72725,2,1,2,29139.91
247187,10,2,3,25359.47
442134,0,4,3,432310.37
10917,7,3,1,1044.15
8554,6,5,1,860.54
18227,0,5,1,17547.12
409718,0,5,3,401886.65
7264,6,5,1,723.61
291318,10,3,3,30461.95
41633,1,3,2,29961.29
8484,9,3,1,873.6
311483,5,2,3,30134.8
484709,8,1,3,50215.81
20473,7,1,2,2131.94
121732,3,1,3,41857.59
373136,1,1,3,241271.04
33603,4,3,2,3475.79
11301,6,5,1,1122.36
15307,4,5,1,1605.93
9726,10,3,1,1003.2
35932,6,2,2,3541.23
50203,4,1,2,4986.16
43901,8,4,2,4416.2
413133,1,1,3,278446.19
54578,1,3,2,36809.23
13933,9,3,1,1358.73
64094,6,2,2,6129.83
8341,8,3,1,822.99
38166,3,4,2,12958.21
145307,10,1,3,14934.5
24478,5,5,2,2350.49
27575,6,4,2,2887.11
100625,3,4,3,52771.19
6718,5,5,1,640.56
50842,4,5,2,10570.63
291027,7,4,3,30433.57
58674,9,5,2,5975.62
478041,4,3,3,146363.76
43973,10,4,2,4591.68
390639,10,2,3,39264.68
14580,9,2,1,1479.71
204657,6,3,3,20258.13
27457,7,4,2,2705.4
29365,0,5,2,26428.5
13627,10,5,1,1326.9
220273,6,4,3,22517.86
26983,3,2,2,7030.96
361611,10,2,3,35908.83
76497,7,4,2,7773.67
460834,6,5,3,46996.21
7032,5,1,1,669.45
246412,9,4,3,24164.32
16665,7,3,1,1655.28
382331,10,5,3,39222.92
38521,0,5,2,37614.3
45321,2,4,2,24270.52
201047,2,3,3,119509.25
62144,10,2,2,6436.46
111794,5,3,3,16321.73
434444,10,3,3,42782.43
79803,0,4,2,77671.39
54746,7,4,2,5537.44
15201,10,1,1,1552.09
127891,4,4,3,44354.74
17674,9,3,1,1820.97
19696,7,4,1,1904.68
17672,4,2,1,1683.15
15783,9,2,1,1656.28
11975,5,3,1,1222.74
268823,3,1,3,96308.08
71516,8,2,2,6812.64
60002,5,1,2,6171.39
65787,6,5,2,6718.28
49788,6,3,2,5009.98
358129,9,4,3,36305.74
28342,10,3,2,2936.26
9843,5,1,1,989.72
54705,7,3,2,5694.7
133491,3,5,3,74879.73
110870,6,2,3,10911.03
6626,4,2,1,649.47
10316,1,3,1,6680.4
17573,10,3,1,1688.13
9250,3,3,1,1448.33
44631,6,2,2,4289.5
74792,9,3,2,7277.2
261152,7,4,3,24926.82
158978,3,1,3,53359.0
78296,4,5,2,16309.61
62123,6,4,2,5935.48
43527,1,4,2,32132.19
301145,9,5,3,29437.86
10776,8,2,1,1097.37
5168,3,4,1,1085.07
496380,10,2,3,50569.42
14023,8,4,1,1386.19
141642,7,5,3,14135.55
7180,7,3,1,685.71
79255,4,4,2,11951.08
86434,3,1,3,31405.83
63585,6,3,2,6499.9
29822,5,2,2,3042.76
12326,9,4,1,1280.65
57224,2,5,2,33779.37
41134,9,5,2,4251.15
28770,5,2,2,2889.86
472801,3,5,3,255665.49
7022,1,3,1,4551.82
16991,2,4,1,7870.79
79809,2,3,2,38648.03
16588,3,4,1,3238.21
11267,2,5,1,5810.88
207177,8,4,3,20198.78
34065,0,3,2,30585.13
57863,5,5,2,5964.83
305190,4,4,3,105757.11
482196,0,1,3,404139.54
44458,10,5,2,4478.3
495577,6,3,3,51579.33
21411,7,4,2,2047.51
267593,5,2,3,26817.09
164162,1,1,3,111258.53
96916,4,4,3,34408.38
407524,10,1,3,38878.95
10426,5,2,1,1088.64
72370,0,4,2,71196.13
56222,5,3,2,5685.24
13698,6,2,1,1434.11
298969,1,4,3,236502.87
49535,9,4,2,4847.09
45840,8,1,2,4626.23
78751,9,5,2,7823.53
34271,2,1,2,13047.88
48851,4,1,2,5086.16
19528,7,5,1,2018.89
312449,1,4,3,241314.88
106292,10,1,3,10791.91
260569,1,1,3,163089.4
251877,4,3,3,72203.66
166935,2,3,3,99418.1
98112,6,2,3,9923.31
446566,0,3,3,391999.15
22509,7,2,2,2154.85
25735,1,5,2,19900.25
73133,2,1,2,28132.23
29133,4,5,2,5935.96
89416,9,5,3,9159.19
19222,4,1,1,1830.99
276929,6,2,3,26587.96
370453,5,5,3,89251.51
27685,9,4,2,2854.15
470779,8,2,3,48581.53
40502,4,4,2,6072.68
13478,0,4,1,13303.4
342256,6,1,3,32755.46
48657,2,3,2,23597.3
15870,10,4,1,1620.7
41125,4,2,2,3939.34
47484,3,1,2,9027.68
18086,3,2,1,1835.17
11235,5,5,1,1077.38
57894,4,4,2,8662.51
7669,8,5,1,767.32
71518,10,4,2,6833.25
70547,2,3,2,36456.32
55857,8,2,2,5731.11
12474,10,2,1,1202.77
33944,7,3,2,3394.49
284010,5,2,3,27409.51
14920,8,2,1,1446.36
432847,1,5,3,349965.31
93481,10,2,3,9110.71
37138,6,1,2,3815.25
9705,6,4,1,933.63
432189,0,4,3,398423.08
12765,9,2,1,1305.51
11633,8,2,1,1192.79
117405,7,3,3,11962.72
72089,8,4,2,7369.91
6567,0,4,1,5996.78
6858,2,5,1,3494.29
99200,8,2,3,9877.06
17424,4,1,1,1705.78
62230,6,5,2,6160.69
38250,4,2,2,3862.37
23031,0,2,2,20378.34
16518,5,1,1,1716.42
38721,7,2,2,3691.22
366150,7,3,3,38106.58
324063,0,5,3,316011.47
6473,2,4,1,2829.57
77992,2,5,2,45592.01
94990,9,5,3,9877.4
32154,10,2,2,3358.56
8565,5,2,1,898.19
485195,5,1,3,50830.4
27590,7,4,2,2877.13
57598,4,4,2,8640.53
43010,10,5,2,4471.85
29941,4,2,2,2863.83
5972,3,5,1,1519.46
375661,7,3,3,36549.59
342877,9,2,3,33796.41
13260,6,3,1,1384.51
7712,0,4,1,7315.89
74003,0,3,2,68270.59
42263,8,2,2,4314.17
17770,3,1,1,1810.35
9538,9,3,1,953.0
26671,9,4,2,2798.6
401760,6,1,3,39390.27
17992,6,1,1,1717.6
296411,2,1,3,141368.94
91671,2,3,3,53508.54
60786,10,1,2,5790.85
8845,7,2,1,861.81
327264,6,3,3,32880.85
35017,10,2,2,3441.47
342021,4,2,3,89318.03
12724,8,2,1,1251.39
17204,4,2,1,1744.65
10188,5,3,1,997.21
34436,6,2,2,3602.91
230125,10,4,3,23554.68
77258,10,4,2,7633.35
36844,8,5,2,3704.49
18207,10,5,1,1780.11
8975,2,3,1,3741.24
65096,7,1,2,6778.24
43515,0,5,2,39163.5
11903,3,4,1,2286.37
59470,6,1,2,5735.92
62276,5,5,2,6066.78
11166,4,4,1,1118.83
287180,6,4,3,29383.39
11359,6,1,1,1139.75
76762,6,5,2,7799.17
137015,9,4,3,13349.63
160526,2,3,3,93002.18
14301,6,2,1,1436.73
64090,5,3,2,6106.55
9647,6,1,1,930.79
32977,5,1,2,3394.97
16839,4,5,1,1646.89
31583,7,4,2,3253.71
29563,4,4,2,4217.47
8414,3,2,1,821.6
26629,3,2,2,6470.26
47711,4,5,2,9223.97
13232,8,2,1,1328.11
36691,5,4,2,3806.42
5076,3,5,1,1318.15
45541,2,4,2,24175.33
56416,0,4,2,52998.49
19805,2,5,1,9532.69
75867,5,5,2,7707.57
53785,7,2,2,5601.53
7988,1,3,1,5157.38
24107,0,5,2,23967.93
26502,7,3,2,2660.74
18363,10,1,1,1870.93
55045,1,5,2,42708.69
8002,0,2,1,6905.19
44949,8,2,2,4402.31
8847,5,1,1,864.93
403458,9,4,3,39938.99
294929,0,1,3,237420.95
16306,2,3,1,6207.13
5530,3,3,1,822.76
13025,0,2,1,11073.99
43883,2,4,2,23087.27
418736,1,1,3,281855.96
41320,10,1,2,3937.64
52081,4,4,2,7459.36
12258,8,5,1,1233.8
6263,6,2,1,622.35
34830,4,4,2,5056.89
313565,9,4,3,30967.18
58582,6,2,2,5753.32
62573,4,5,2,12980.2
14292,1,3,1,9197.89
149414,6,3,3,14437.47
78068,3,2,2,19376.07
113923,7,4,3,11012.41
106800,8,4,3,10285.34
14928,4,5,1,1532.14
50059,8,2,2,4982.69
13428,5,4,1,1360.84
43222,5,4,2,4513.81
67439,10,4,2,6561.98
444660,5,2,3,45567.65
15061,3,5,1,3730.13
56997,4,1,2,5811.75
210334,5,1,3,20873.56
140070,4,5,3,53505.36
410941,4,4,3,147827.31
26575,5,4,2,2733.11
373606,1,5,3,324727.99
229552,3,5,3,124075.07
6388,8,5,1,609.58
490991,6,2,3,48865.45
33299,10,2,2,3205.41
463143,0,3,3,419095.48
171030,3,4,3,81432.08
20033,9,4,2,2094.16
6462,9,5,1,631.07
6163,5,3,1,646.99
184184,8,4,3,19230.7
8826,4,3,1,908.07
61285,9,2,2,6061.58
332731,2,3,3,197943.9
68776,9,2,2,6715.32
370699,2,1,3,183382.52
208987,10,2,3,20008.51
20163,4,3,2,2099.21
74762,7,1,2,7132.64
403027,1,2,3,270182.42
363303,5,5,3,94608.21
12273,8,1,1,1250.16
76838,2,2,2,34541.35
395266,3,4,3,196837.36
19268,10,1,1,1938.49
9235,3,2,1,930.96
16208,0,1,1,13299.21
319790,1,2,3,233267.48
45080,1,4,2,34460.34
48909,5,3,2,5007.93
49576,7,2,2,5204.91
17409,0,5,1,15668.1
61478,7,5,2,6104.12
61780,3,5,2,24379.71
53992,7,4,2,5358.16
46266,7,2,2,4835.48
31992,6,1,2,3253.18
65044,3,1,2,12675.99
29161,0,5,2,26244.9
31313,3,5,2,13130.12
154623,2,3,3,93283.12
65351,6,1,2,6256.73
50083,8,5,2,5009.24
6438,8,2,1,639.46
68121,3,1,2,14242.55
388120,0,1,3,319367.05
10782,10,3,1,1109.12
50071,10,5,2,4765.37
16851,8,1,1,1759.24
22752,8,1,2,2387.15
385484,0,3,3,360652.74
64290,6,2,2,6473.35
70198,4,5,2,14540.87
37504,3,4,2,13146.34
7557,9,3,1,790.69
195360,5,4,3,40708.64
350957,10,2,3,34242.32
19147,2,1,1,5871.62
77322,9,5,2,7723.8
306089,8,5,3,31388.36
255631,2,5,3,184280.27
57301,10,2,2,5987.41
427595,6,1,3,42245.03
56636,2,5,2,33855.65
50035,0,2,2,42434.14
8257,10,5,1,802.59
17873,4,4,1,1762.98
153921,7,3,3,15725.29
38912,4,5,2,7731.32
73507,9,4,2,7424.47
19832,5,4,1,1915.45
52084,3,1,2,10518.29
105178,8,3,3,10917.07
17962,8,3,1,1712.08
182020,8,5,3,19100.57
18091,7,5,1,1730.34
265308,7,5,3,26964.38
490099,9,4,3,50133.02
22158,9,4,2,2310.98
79551,6,3,2,7784.49
15458,1,5,1,11471.85
423611,1,4,3,342680.08
23119,2,4,2,13202.19
12015,9,3,1,1250.39
13530,0,2,1,11681.31
33784,9,5,2,3457.92
13115,1,4,1,8802.71
20747,10,4,2,2062.09
19347,6,2,1,2028.95
8684,3,2,1,842.26
18535,8,4,1,1847.28
488873,1,2,3,330404.35
62624,4,4,2,9797.68
113926,10,4,3,11512.23
15355,7,3,1,1567.12
373963,0,2,3,303498.27
63194,3,1,2,12791.9
114114,9,5,3,11645.74
19485,0,5,1,17536.5
405211,7,2,3,39983.46
12400,10,3,1,1252.56
10054,4,2,1,988.76
388185,2,1,3,191055.62
53670,3,1,2,10817.62
8148,6,1,1,827.99
59387,8,1,2,6161.84
11933,8,5,1,1150.52
51713,10,5,2,5364.01
52314,10,5,2,5176.59
413696,7,1,3,39378.36
69909,2,5,2,41526.09
123454,3,4,3,63148.96
66591,4,4,2,10175.41
18318,0,5,1,17712.8
8734,7,2,1,863.13
12496,9,1,1,1242.33
72340,4,4,2,10660.84
242546,3,4,3,127253.57
480456,3,2,3,183987.23
10057,4,5,1,980.35
358327,3,2,3,136392.38
20132,8,4,2,2009.37
422426,9,2,3,41720.3
16924,5,5,1,1721.45
93788,0,1,3,71611.97
24190,9,5,2,2370.33
6994,8,2,1,685.97
32871,4,4,2,4713.99
33627,3,3,2,10478.84
380059,1,1,3,258777.35
12278,6,2,1,1265.79
32905,7,1,2,3395.73
425035,2,2,3,245118.29
10133,1,3,1,6865.58
192371,10,5,3,20022.01
12449,10,5,1,1233.68
88802,9,3,3,8503.2
15272,5,1,1,1465.42
58589,3,5,2,22923.72
58455,4,3,2,5955.84
78789,7,4,2,8204.83
15079,10,2,1,1451.92
79370,3,3,2,22945.37
6939,7,5,1,723.27
56130,5,2,2,5357.81
15765,6,3,1,1624.4
22441,5,2,2,2163.33
241296,2,1,3,124654.2
69115,9,2,2,6715.98
17483,3,5,1,4273.87
82725,5,5,3,19998.48
7243,10,5,1,701.49
310362,8,4,3,29547.2
375724,5,3,3,54160.52
5236,3,4,1,1036.4
46939,7,4,2,4716.34
13909,10,2,1,1388.04
24810,3,5,2,9777.73
290187,2,2,3,153924.7
374321,10,3,3,38079.38
25675,10,2,2,2445.03
73575,1,3,2,49841.69
12356,10,5,1,1292.92
44911,4,2,2,4460.02
51425,8,5,2,5186.6
12136,3,1,1,1244.29
11913,0,5,1,11905.94
21309,10,2,2,2150.84
6599,2,4,1,2926.75
161769,8,4,3,16094.37
14180,0,4,1,13835.56
15131,0,4,1,14672.62
402691,8,2,3,41091.97
128139,6,4,3,13188.58
7309,8,4,1,708.24
6643,6,3,1,681.08
174783,2,2,3,95565.78
196035,8,3,3,18670.84
8853,7,2,1,844.15
18498,7,5,1,1777.39
8508,9,4,1,868.47
44271,4,4,2,6733.32
46886,8,5,2,4689.6
66095,10,3,2,6662.93
19853,3,5,1,4769.39
465236,0,4,3,426889.76
11822,8,2,1,1143.77
374970,6,1,3,37462.22
97092,8,2,3,9455.58
56755,7,4,2,5703.42
196679,4,5,3,80600.97
12002,4,3,1,1179.62
289585,6,2,3,30367.27
32499,6,1,2,3204.5
38073,10,1,2,3881.42
270757,5,2,3,27221.6
200776,7,3,3,20036.03
361053,9,4,3,37355.68
15037,3,4,1,2892.99
14720,6,1,1,1446.87
19696,8,5,1,1982.95
18492,5,5,1,1784.41
47574,10,1,2,4691.58
7352,8,4,1,762.87
490729,9,1,3,48451.83
10922,4,3,1,1142.31
7364,10,4,1,748.01
75932,6,2,2,7769.65
196378,5,2,3,19984.63
141698,4,4,3,51477.96
247755,10,4,3,24957.58
34478,9,4,2,3548.07
248507,8,1,3,25590.13
343525,8,1,3,33916.43
77785,3,3,2,23609.29
7998,3,2,1,835.88
